meeting_date,packet,report_dates,vendor_num,vendor,description,invoice_date,amount,gl_account,gl_title
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607544 PW-FUEL,01/18/2024,14.05,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607544 PW-FUEL,01/18/2024,14.05,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607544 PW-FUEL,01/18/2024,14.06,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607545 PW-FUEL,01/18/2024,10.4,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607545 PW-FUEL,01/18/2024,10.4,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607545 PW-FUEL,01/18/2024,10.4,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607545 PW-FUEL,01/18/2024,10.4,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607545 PW-FUEL,01/18/2024,10.4,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607546 PW-FUEL,01/19/2024,21.71,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607546 PW-FUEL,01/19/2024,21.71,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607546 PW-FUEL,01/19/2024,21.71,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607546 PW-FUEL,01/19/2024,21.71,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607546 PW-FUEL,01/19/2024,21.71,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607547 Fuel - Police A4,01/22/2024,24.0,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607548 Fuel - Police A2,01/24/2024,37.65,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607549 Fuel - Police A5,01/24/2024,37.3,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607550 PW-FUEL,01/25/2024,22.75,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607550 PW-FUEL,01/25/2024,22.75,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607550 PW-FUEL,01/25/2024,22.75,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607550 PW-FUEL,01/25/2024,22.75,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607550 PW-FUEL,01/25/2024,22.75,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,125,Paonia Farm & Home Supply Inc,178433 SPREADER HAND HELD,01/17/2024,21.99,10-45-42,SNOW REMOVAL
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,125,Paonia Farm & Home Supply Inc,178495 SNOW PUSHER,01/18/2024,32.99,10-42-15,OFFICE SUPPLES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,125,Paonia Farm & Home Supply Inc,178571 LATEX GLOVES,01/19/2024,6.99,80-52-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,125,Paonia Farm & Home Supply Inc,179046 PLUNGERS,01/26/2024,25.98,10-41-25,TOWN HALL EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,125,Paonia Farm & Home Supply Inc,179328 PLUMBING SUPPLIES FOR 413,01/31/2024,15.37,60-50-22,REPAIRS & MAINTENANCE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,498,Patrick Hinyard,HINYARDPATR LUNCH DURING COURT CASE,01/25/2024,16.76,10-42-26,"TRAVEL, MEETINGS & TRAI"
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,499,Phonz +,16270 Water,02/01/2024,614.02,60-50-31,DUES & SUBSCRIPTIONS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,499,Phonz +,16270 Sewer,02/01/2024,614.02,70-51-31,DUES & SUBSCRIPTIONS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,499,Phonz +,16270 General,02/01/2024,614.02,10-41-31,DUES & SUBSCRIPTIONS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,499,Phonz +,16270 Sanitation,02/01/2024,614.0,80-52-31,DUES & SUBSCRIPTIONS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,142,Region 10,AD02252022P Membership/Transportation/Area,01/30/2024,237.0,10-41-31,DUES & SUBSCRIPTIONS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,142,Region 10,AD02252022P Membership/Transportation/Area,01/30/2024,237.0,10-45-31,DUES & SUBSCRIBTIONS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,142,Region 10,AD02252022P Membership/Transportation/Area,01/30/2024,474.0,60-50-31,DUES & SUBSCRIPTIONS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,142,Region 10,AD02252022P Membership/Transportation/Area,01/30/2024,474.0,70-51-31,DUES & SUBSCRIPTIONS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,142,Region 10,AD02252022P Membership/Transportation/Area,01/30/2024,474.0,80-52-31,DUES & SUBSCRIPTIONS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1224,"Rhinehart Oil Co.,LLC",55163CT FUEL FOR TRASH TRUCK,01/31/2024,792.76,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1309,Rodney Byrge,BYRGERODN BOOT ALLOWANCE REIMBURS,02/01/2024,34.21,80-52-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1309,Rodney Byrge,BYRGERODN BOOT ALLOWANCE REIMBURS,02/01/2024,34.21,10-46-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1309,Rodney Byrge,BYRGERODN BOOT ALLOWANCE REIMBURS,02/01/2024,34.22,60-50-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1309,Rodney Byrge,BYRGERODN BOOT ALLOWANCE REIMBURS,02/01/2024,34.22,70-51-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,931,Roop Excavating LLC,R24-182 DUMP TRUCK FOR 1/11/2024,01/19/2024,240.0,10-45-42,SNOW REMOVAL
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1335,"SGM, INC.",2013-471.013- 2MG TANK RE-COATING PROF.,01/23/2024,5868.25,60-50-20,"LEGAL, ENGINEERING & PR"
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1335,"SGM, INC.",2013-471.014- 5TH ST. & GRAND RE-ALIGNME,01/23/2024,5194.83,10-45-20,"LEGAL, ENGINEERING & PR"
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1335,"SGM, INC.",2013-471.014- 5TH ST. & GRAND RE-ALIGNME,01/23/2024,82.5,70-51-20,"LEGAL, ENGINEERING & PR"
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1335,"SGM, INC.",2013-471.014- 5TH ST. & GRAND RE-ALIGNME,01/23/2024,370.0,60-50-20,"LEGAL, ENGINEERING & PR"
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,861,The Paper-Clip LLC,2048616-0 PRINTER PAPER,01/31/2024,24.86,10-41-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,861,The Paper-Clip LLC,2048616-0 PRINTER PAPER,01/31/2024,24.86,60-50-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,861,The Paper-Clip LLC,2048616-0 PRINTER PAPER,01/31/2024,24.86,70-51-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,861,The Paper-Clip LLC,2048616-0 PRINTER PAPER,01/31/2024,24.87,80-52-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1374,T-MOBILE,266033839-12 CELL CHARGES 12/28/2023 - 01/,01/28/2024,109.27,10-42-29,TELEPHONE & INTERNET
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1374,T-MOBILE,266033839-12 CELL CHARGES 12/28/2023 - 01/,01/28/2024,109.27,60-50-29,TELEPHONE & INTERNET
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1374,T-MOBILE,266033839-12 CELL CHARGES 12/28/2023 - 01/,01/28/2024,109.3,70-51-29,TELEPHONE & INTERNET
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1374,T-MOBILE,266033839-12 CELL CHARGES 12/28/2023 - 01/,01/28/2024,21.85,10-45-29,TELEPHONE & INTERNET
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1374,T-MOBILE,266033839-12 CELL CHARGES 12/28/2023 - 01/,01/28/2024,65.56,80-52-29,TELEPHONE & INTERNET
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1374,T-MOBILE,266033839-12 CELL CHARGES 12/28/2023 - 01/,01/28/2024,21.85,10-46-29,TELEPHONE & INTERNET
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,161,UNCC,224011004 RTL Transmissions,01/31/2024,8.39,70-51-20,"LEGAL, ENGINEERING & PR"
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,161,UNCC,224011004 RTL Transmissions,01/31/2024,8.38,60-50-20,"LEGAL, ENGINEERING & PR"
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,162,United Companies Inc,1560465 Sanding Material,01/25/2024,1403.59,10-45-42,SNOW REMOVAL
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,162,United Companies Inc,1560470 Street AND ALLEYWAYS,01/25/2024,557.46,10-45-22,REPAIRS & MAINTENANCE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,162,United Companies Inc,1561053 ROAD BASE & DELIVERY FEES,01/30/2024,531.92,10-46-22,REPAIRS & MAINTENANCE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1343,US BANK,20240201 Principal Loan Amount,02/01/2024,66825.23,60-50-50,Water Power Authority Loan
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1343,US BANK,20240201 Net Interest Amount,02/01/2024,20409.22,60-50-56,LOAN INTEREST
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1343,US BANK,2508604 ACCT: 0096754NS - DEBT SERVI,02/08/2024,77500.0,60-50-50,Water Power Authority Loan
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,441,USA Blue Book,INV00255957 CHLORINE REAGENT SET,01/24/2024,484.86,60-50-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,441,USA Blue Book,INV00262880 TEST KITS,01/31/2024,192.82,60-50-16,OPERATING SUPPLIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1268,All Copy Products Inc,5029029509 COPIER - ADMIN,03/12/2024,89.83,10-41-25,TOWN HALL EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1268,All Copy Products Inc,5029029509 COPIER - WATER,03/12/2024,89.83,60-50-25,SHOP EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1268,All Copy Products Inc,5029029509 COPIER - WASTEWATER,03/12/2024,89.83,70-51-25,SHOP EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1268,All Copy Products Inc,5029029509 COPIER - SANITATION,03/12/2024,89.82,80-52-25,SHOP EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,661,All Points Transit Inc.,4753 2024 FUNDING FOR DIAL A RID,02/29/2024,3100.0,10-41-31,DUES & SUBSCRIPTIONS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- CONCRETE CURING BLANKET,03/01/2024,79.95,10-46-22,REPAIRS & MAINTENANCE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- HANGING FILE FOLDERS,03/01/2024,12.74,10-41-15,OFFICE SUPPLIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- DOCKING STATION FOR STEFE,03/01/2024,194.99,10-41-74,MACHINERY & EQUIPMENT
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- MR. CLEAN SURFACE CLEANE,03/01/2024,81.52,10-41-25,TOWN HALL EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- BOUNTY PAPER TOWELS FOR,03/01/2024,86.98,10-41-25,TOWN HALL EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- PAPER TOWELS FOR BATHRO,03/01/2024,80.0,10-41-25,TOWN HALL EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- TOILET PAPER FOR BATHROO,03/01/2024,79.0,10-41-25,TOWN HALL EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- TRASH CAN LINERS FOR CUST,03/01/2024,97.98,10-41-25,TOWN HALL EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- SPARKLE PAPER TOWELS FOR,03/01/2024,83.78,10-46-16,OPERATING SUPPLIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- ANGEL SOFT TP FOR SHOP,03/01/2024,397.55,10-46-16,OPERATING SUPPLIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1341,AMAZON BUSINESS,1WTM-MDHN- SHIPPING & HANDLING,03/01/2024,20.67,10-41-17,POSTAGE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1376,"APPLEGATE GROUP, INC.",53911-C TOWN PAYMENT PORTION FOR,02/20/2024,572.5,60-50-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1245,"Archuleta, Benny",ARCH 3-1-202 ORC CHARGES,03/01/2024,750.0,70-51-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1245,"Archuleta, Benny",ARCH 3-1-202 ORC CHARGES,03/01/2024,750.0,60-50-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,0878832035-0 UTILTIES - 600 FOURTH STREE,02/20/2024,449.31,10-46-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,5058039592-0 UTILITIES - 403 2ND STREET,02/20/2024,150.07,10-45-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,5058039592-0 UTILITIES - 403 2ND STREET,02/20/2024,150.07,10-46-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,5058039592-0 UTILITIES - 403 2ND STREET,02/20/2024,300.16,60-50-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,5058039592-0 UTILITIES - 403 2ND STREET,02/20/2024,300.15,70-51-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,5058039592-0 UTILITIES - 403 2ND STREET,02/20/2024,300.15,80-52-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,5315712897-0 UTILITIES (GAS),02/20/2024,144.3,10-41-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,5315712897-0 UTILITIES (GAS),02/20/2024,144.3,10-42-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,5315712897-0 UTILITIES (GAS),02/20/2024,41.23,60-50-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,5315712897-0 UTILITIES (GAS),02/20/2024,41.23,70-51-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,5315712897-0 UTILITIES (GAS),02/20/2024,41.23,80-52-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,987,Black Hills Energy,9843021504-0 UTILITIES,02/20/2024,165.99,60-50-28,UTILITIES
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1307,Bruin Waste,1758608 PORT-A-POTTY RENTAL LAMBO,03/06/2024,114.75,60-50-24,RENTALS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1307,Bruin Waste,1758611 PORT-A-POTTY RENTAL 332 FO,03/06/2024,261.0,10-46-24,RENTALS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1320,CEBT,INV0064097 BENEFITS PERIOD 2024-03,02/28/2024,19935.0,10-0223,HEALTH/LIFE INSURANCE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1183,Column Software PBC,8DFD59D8-005 CUSTOM NOTICES RZN 215 NO,03/05/2024,51.92,10-41-30,PUBLISHING & ADS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1183,Column Software PBC,8DFD59D8-006 CUSTOM NOTICE - 130 GRAND,03/06/2024,46.64,10-41-30,PUBLISHING & ADS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1183,Column Software PBC,8DFD59D8-006 PUBLIC HEARING NOTICE DCI0,03/08/2024,34.32,10-41-30,PUBLISHING & ADS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1183,Column Software PBC,8DFD59D8-006 PUBLIC NOTICE LL2024-104 - D,03/08/2024,26.04,10-41-30,PUBLISHING & ADS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1183,Column Software PBC,8DFD59D8-006 PUBLIC HEARING ECONIMIC D,03/18/2024,26.66,10-41-30,PUBLISHING & ADS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1183,Column Software PBC,8DFD59D8-006 PUBLIC HEARING NOTICE DCI0,03/18/2024,26.66,10-41-30,PUBLISHING & ADS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1379,DEPARTMENT OF THE TREASU,CP134B - 0304 TAXES DUE FOR TAX PERIOD J,03/04/2024,95.39,10-41-04,EMPLOYER FICA
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1379,DEPARTMENT OF THE TREASU,CP134B - 0304 TAXES DUE FOR TAX PERIOD J,03/04/2024,95.4,60-50-04,EMPLOYER FICA
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1379,DEPARTMENT OF THE TREASU,CP134B - 0304 TAXES DUE FOR TAX PERIOD J,03/04/2024,95.4,70-51-04,EMPLOYER FICA
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1379,DEPARTMENT OF THE TREASU,CP134B - 0304 TAXES DUE FOR TAX PERIOD J,03/04/2024,95.4,80-52-04,EMPLOYER FICA
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1379,DEPARTMENT OF THE TREASU,CP134B-09302 ADJUSTED TAX AMOUNT FOR 9,03/18/2024,15774.17,10-41-40,MISCELLANEOUS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1221,ENVIRO-CHEM ANALYTICAL IN,14170815 LABS,02/27/2024,65.3,70-51-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1350,FORWARD CONCEPTS LLC,03082024 TREE SERVICES 700 SHADY LA,03/08/2024,1000.0,10-46-02,CONTRACT LABOR-PARK C
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1370,"HINKLE & COMPANY, PC",14735 AUDIT FINANCIAL STATEMENT,02/15/2024,2988.0,10-41-21,AUDIT & BUDGET EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1370,"HINKLE & COMPANY, PC",14735 AUDIT FINANCIAL STATEMENT,02/15/2024,4482.0,60-50-21,AUDIT & BUDGET EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1370,"HINKLE & COMPANY, PC",14735 AUDIT FINANCIAL STATEMENT,02/15/2024,4648.0,70-51-21,AUDIT & BUDGET EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1370,"HINKLE & COMPANY, PC",14735 AUDIT FINANCIAL STATEMENT,02/15/2024,4482.0,80-52-21,AUDIT & BUDGET EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,922,International Code Council Inc,Q15.00001878 ICC Membership - #1016371,02/20/2024,160.0,10-43-31,DUES & SUBSCRITPIONS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1369,IWORQ,"202858-B PUBLIC WORKS PACKAGE, FLE",02/29/2024,875.0,10-42-31,DUES & SUBSCRIPTIONS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1369,IWORQ,"202858-B PUBLIC WORKS PACKAGE, FLE",02/29/2024,875.0,10-45-31,DUES & SUBSCRIBTIONS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1369,IWORQ,"202858-B PUBLIC WORKS PACKAGE, FLE",02/29/2024,1750.0,60-50-31,DUES & SUBSCRIPTIONS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1369,IWORQ,"202858-B PUBLIC WORKS PACKAGE, FLE",02/29/2024,1750.0,70-51-31,DUES & SUBSCRIPTIONS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1369,IWORQ,"202858-B PUBLIC WORKS PACKAGE, FLE",02/29/2024,1750.0,80-52-31,DUES & SUBSCRIPTIONS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1277,Kelly PC,03022024 LEGAL SERVICES PROVIDED T,03/02/2024,4371.0,10-41-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1277,Kelly PC,03022024 LEGAL SERVICES PROVIDED T,03/02/2024,446.5,10-42-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1277,Kelly PC,03022024 LEGAL SERVICES PROVIDED T,03/02/2024,164.5,10-46-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1277,Kelly PC,03022024 LEGAL SERVICES PROVIDED T,03/02/2024,3395.75,60-50-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,1277,Kelly PC,03022024 LEGAL SERVICES PROVIDED T,03/02/2024,1022.25,70-51-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,470,"Leon, Susan",LEON-03-2024 Cleaning Contract,03/01/2024,775.0,10-41-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,645,"Mail Services, LLC.",1929740 Postage,02/29/2024,188.94,60-50-17,POSTAGE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,645,"Mail Services, LLC.",1929740 Postage,02/29/2024,183.39,70-51-17,POSTAGE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,645,"Mail Services, LLC.",1929740 Postage,02/29/2024,183.39,80-52-17,POSTAGE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,763,Mesa County Health Dept Labs,4289-24 LAB TESTING 233 NIAGRA,03/05/2024,25.0,60-50-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,763,Mesa County Health Dept Labs,4290-24 LAB TESTING 413 DELTA,03/05/2024,25.0,60-50-20,"LEGAL, ENGINEERING & PR"
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,122,NAPA - Paonia Auto Parts,408863 Air Filter,02/12/2024,19.01,80-52-23,VEHICLE EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,122,NAPA - Paonia Auto Parts,409561 Air Filter,03/11/2024,76.04,80-52-23,VEHICLE EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,122,NAPA - Paonia Auto Parts,409565 BATTERY CABLES & TERMINAL,03/11/2024,3.29,60-50-22,REPAIRS & MAINTENANCE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,122,NAPA - Paonia Auto Parts,409565 BATTERY CABLES & TERMINAL,03/11/2024,3.29,70-51-22,REPAIRS & MAINTENANCE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,122,NAPA - Paonia Auto Parts,409565 BATTERY CABLES & TERMINAL,03/11/2024,3.29,10-45-22,REPAIRS & MAINTENANCE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,122,NAPA - Paonia Auto Parts,409624 EXTRACT FIT BLADES,03/13/2024,24.8,10-42-23,VEHICLE EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,991,"Norris, Mary",NORRIS-03-20 PENSION PAYMENT 03/2024,03/01/2024,560.0,60-50-44,NORRIS RETIREMENT
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,991,"Norris, Mary",NORRIS-03-20 PENSION PAYMENT 03/2024,03/01/2024,560.0,70-51-44,NORRIS RETIREMENT
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,228,North Fork Farmers Ditch Assoc,032024 Annual Assessment for 2 Shares,03/01/2024,340.0,10-46-31,DUES & SUBSCRIPTIONS
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,141,North Fork Service (Reedy's),429605 Fuel - Police A2,02/01/2024,37.45,10-42-23,VEHICLE EXPENSE
2024-03-26,2024-03-26-evt257,3/12/2024-4/9/2024,141,North Fork Service (Reedy's),429606 PW-FUEL,02/01/2024,15.03,60-50-23,VEHICLE EXPENSE
